	position	score	seq_len	species	raw_position	strand	align_position
10354	93.0	1.8246206045150757	2381.0	VT0809|1|MEMB002A|-|2381	93	positive	118
10355	-2288.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	93	negative	118
10356	94.0	1.424082636833191	2381.0	VT0809|1|MEMB002A|-|2381	94	positive	119
10357	95.0	0.6871170401573181	2381.0	VT0809|1|MEMB002A|-|2381	95	positive	120
10358	-2282.0	1.4526517391204834	2381.0	VT0809|1|MEMB002A|-|2381	99	negative	124
10359	-2281.0	0.6871170401573181	2381.0	VT0809|1|MEMB002A|-|2381	100	negative	126
10360	101.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	101	positive	127
10361	-2280.0	3.5615861415863037	2381.0	VT0809|1|MEMB002A|-|2381	101	negative	127
10362	106.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	106	positive	132
10363	-2271.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	110	negative	138
10364	-2267.0	-0.4331772029399872	2381.0	VT0809|1|MEMB002A|-|2381	114	negative	156
10365	115.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	115	positive	157
10366	-2263.0	-0.4331772029399872	2381.0	VT0809|1|MEMB002A|-|2381	118	negative	160
10367	119.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	119	positive	161
10368	120.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	120	positive	162
10369	-2261.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	120	negative	162
10370	-2257.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	124	negative	166
10371	-2254.0	1.2396581172943115	2381.0	VT0809|1|MEMB002A|-|2381	127	negative	169
10372	129.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	129	positive	171
10373	-2252.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	129	negative	171
10374	131.0	-0.49730753898620605	2381.0	VT0809|1|MEMB002A|-|2381	131	positive	174
10375	132.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	132	positive	175
10376	134.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	134	positive	177
10377	-2247.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	134	negative	177
10378	140.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	140	positive	186
10379	143.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	143	positive	189
10380	-2238.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	143	negative	189
10381	145.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	145	positive	191
10382	-2236.0	2.806288719177246	2381.0	VT0809|1|MEMB002A|-|2381	145	negative	191
10383	147.0	2.806288719177246	2381.0	VT0809|1|MEMB002A|-|2381	147	positive	193
10384	149.0	0.4526517987251282	2381.0	VT0809|1|MEMB002A|-|2381	149	positive	195
10385	153.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	153	positive	199
10386	-2224.0	-0.49730753898620605	2381.0	VT0809|1|MEMB002A|-|2381	157	negative	203
10387	-2220.0	2.5901553630828857	2381.0	VT0809|1|MEMB002A|-|2381	161	negative	207
10388	162.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	162	positive	208
10389	163.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	163	positive	209
10390	-2218.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	163	negative	209
10391	164.0	0.4526517987251282	2381.0	VT0809|1|MEMB002A|-|2381	164	positive	210
10392	165.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	165	positive	211
10393	167.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	167	positive	213
10394	169.0	4.327120780944824	2381.0	VT0809|1|MEMB002A|-|2381	169	positive	215
10395	173.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	173	positive	219
10396	177.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	177	positive	223
10397	-2204.0	1.8246206045150757	2381.0	VT0809|1|MEMB002A|-|2381	177	negative	223
10398	179.0	1.8246206045150757	2381.0	VT0809|1|MEMB002A|-|2381	179	positive	225
10399	-2202.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	179	negative	225
10400	180.0	2.189617395401001	2381.0	VT0809|1|MEMB002A|-|2381	180	positive	226
10401	181.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	181	positive	227
10402	183.0	0.4526517987251282	2381.0	VT0809|1|MEMB002A|-|2381	183	positive	229
10403	187.0	1.8246206045150757	2381.0	VT0809|1|MEMB002A|-|2381	187	positive	233
10404	-2194.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	187	negative	233
10405	188.0	2.189617395401001	2381.0	VT0809|1|MEMB002A|-|2381	188	positive	234
10406	189.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	189	positive	235
10407	196.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	196	positive	242
10408	198.0	-0.3128829598426819	2381.0	VT0809|1|MEMB002A|-|2381	198	positive	244
10409	199.0	1.424082636833191	2381.0	VT0809|1|MEMB002A|-|2381	199	positive	245
10410	201.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	201	positive	247
10411	-2176.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	205	negative	262
10412	207.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	207	positive	264
10413	-2174.0	2.806288719177246	2381.0	VT0809|1|MEMB002A|-|2381	207	negative	264
10414	209.0	2.806288719177246	2381.0	VT0809|1|MEMB002A|-|2381	209	positive	266
10415	-2167.0	1.2396581172943115	2381.0	VT0809|1|MEMB002A|-|2381	214	negative	271
10416	216.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	216	positive	273
10417	-2165.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	216	negative	273
10418	218.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	218	positive	275
10419	-2163.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	218	negative	275
10420	220.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	220	positive	277
10421	-2161.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	220	negative	277
10422	222.0	2.6542856693267822	2381.0	VT0809|1|MEMB002A|-|2381	222	positive	284
10423	-2156.0	-0.4331772029399872	2381.0	VT0809|1|MEMB002A|-|2381	225	negative	292
10424	226.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	226	positive	293
10425	-2152.0	1.2396581172943115	2381.0	VT0809|1|MEMB002A|-|2381	229	negative	296
10426	-2151.0	0.3037883937358856	2381.0	VT0809|1|MEMB002A|-|2381	230	negative	297
10427	231.0	2.6542856693267822	2381.0	VT0809|1|MEMB002A|-|2381	231	positive	298
10428	232.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	232	positive	299
10429	-2143.0	3.6257164478302	2381.0	VT0809|1|MEMB002A|-|2381	238	negative	305
10430	239.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	239	positive	306
10431	-2142.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	239	negative	306
10432	240.0	2.0407540798187256	2381.0	VT0809|1|MEMB002A|-|2381	240	positive	307
10433	245.0	4.327120780944824	2381.0	VT0809|1|MEMB002A|-|2381	245	positive	312
10434	249.0	3.5615861415863037	2381.0	VT0809|1|MEMB002A|-|2381	249	positive	316
10435	-2132.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	249	negative	316
10436	250.0	0.6871170401573181	2381.0	VT0809|1|MEMB002A|-|2381	250	positive	317
10437	-2128.0	0.3037883937358856	2381.0	VT0809|1|MEMB002A|-|2381	253	negative	320
10438	254.0	0.3037883937358856	2381.0	VT0809|1|MEMB002A|-|2381	254	positive	321
10439	-2127.0	0.3037883937358856	2381.0	VT0809|1|MEMB002A|-|2381	254	negative	321
10440	255.0	3.6257164478302	2381.0	VT0809|1|MEMB002A|-|2381	255	positive	322
10441	259.0	0.3037883937358856	2381.0	VT0809|1|MEMB002A|-|2381	259	positive	326
10442	260.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	260	positive	327
10443	261.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	261	positive	328
10444	263.0	-0.4331772029399872	2381.0	VT0809|1|MEMB002A|-|2381	263	positive	330
10445	264.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	264	positive	331
10446	266.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	266	positive	333
10447	267.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	267	positive	334
10448	270.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	270	positive	337
10449	-2111.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	270	negative	337
10450	-2109.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	272	negative	339
10451	-2107.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	274	negative	341
10452	-2106.0	2.5901553630828857	2381.0	VT0809|1|MEMB002A|-|2381	275	negative	342
10453	277.0	-0.49730753898620605	2381.0	VT0809|1|MEMB002A|-|2381	277	positive	344
10454	278.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	278	positive	345
10455	-2100.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	281	negative	348
10456	-2099.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	282	negative	349
10457	283.0	-0.4331772029399872	2381.0	VT0809|1|MEMB002A|-|2381	283	positive	350
10458	284.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	284	positive	351
10459	286.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	286	positive	355
10460	-2095.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	286	negative	355
10461	288.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	288	positive	374
10462	-2091.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	290	negative	376
10463	292.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	292	positive	378
10464	-2089.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	292	negative	378
10465	294.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	294	positive	380
10466	-2087.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	294	negative	380
10467	296.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	296	positive	383
10468	-2085.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	296	negative	383
10469	298.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	298	positive	385
10470	301.0	2.7421584129333496	2381.0	VT0809|1|MEMB002A|-|2381	301	positive	388
10471	-2080.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	301	negative	388
10472	306.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	306	positive	394
10473	-2073.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	308	negative	396
10474	310.0	2.7421584129333496	2381.0	VT0809|1|MEMB002A|-|2381	310	positive	398
10475	-2071.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	310	negative	398
10476	312.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	312	positive	417
10477	-2069.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	312	negative	417
10478	313.0	-0.3128829598426819	2381.0	VT0809|1|MEMB002A|-|2381	313	positive	418
10479	318.0	2.7421584129333496	2381.0	VT0809|1|MEMB002A|-|2381	318	positive	423
10480	-2063.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	318	negative	423
10481	320.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	320	positive	425
10482	-2061.0	2.7421584129333496	2381.0	VT0809|1|MEMB002A|-|2381	320	negative	425
10483	-2057.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	324	negative	434
10484	325.0	1.8246206045150757	2381.0	VT0809|1|MEMB002A|-|2381	325	positive	435
10485	-2056.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	325	negative	435
10486	327.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	327	positive	437
10487	329.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	329	positive	439
10488	-2052.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	329	negative	439
10489	331.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	331	positive	441
10490	-2048.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	333	negative	443
10491	334.0	-0.49730753898620605	2381.0	VT0809|1|MEMB002A|-|2381	334	positive	453
10492	335.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	335	positive	454
10493	337.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	337	positive	456
10494	-2044.0	2.7421584129333496	2381.0	VT0809|1|MEMB002A|-|2381	337	negative	456
10495	-2042.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	339	negative	458
10496	-2041.0	-0.49730753898620605	2381.0	VT0809|1|MEMB002A|-|2381	340	negative	459
10497	-2037.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	344	negative	463
10498	-2033.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	348	negative	467
10499	-2032.0	2.5901553630828857	2381.0	VT0809|1|MEMB002A|-|2381	349	negative	468
10500	351.0	-0.49730753898620605	2381.0	VT0809|1|MEMB002A|-|2381	351	positive	470
10501	352.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	352	positive	471
10502	-2027.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	354	negative	474
10503	356.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	356	positive	476
10504	-2025.0	1.8246206045150757	2381.0	VT0809|1|MEMB002A|-|2381	356	negative	476
10505	-2023.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	358	negative	479
10506	-2022.0	-0.49730753898620605	2381.0	VT0809|1|MEMB002A|-|2381	359	negative	480
10507	-2020.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	361	negative	489
10508	-2018.0	-0.3128829598426819	2381.0	VT0809|1|MEMB002A|-|2381	363	negative	491
10509	364.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	364	positive	502
10510	-2017.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	364	negative	502
10511	366.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	366	positive	504
10512	-2015.0	2.7421584129333496	2381.0	VT0809|1|MEMB002A|-|2381	366	negative	504
10513	368.0	0.3037883937358856	2381.0	VT0809|1|MEMB002A|-|2381	368	positive	506
10514	369.0	-0.3128829598426819	2381.0	VT0809|1|MEMB002A|-|2381	369	positive	507
10515	370.0	1.424082636833191	2381.0	VT0809|1|MEMB002A|-|2381	370	positive	508
10516	371.0	0.6871170401573181	2381.0	VT0809|1|MEMB002A|-|2381	371	positive	511
10517	-2006.0	1.424082636833191	2381.0	VT0809|1|MEMB002A|-|2381	375	negative	515
10518	-2005.0	-0.3128829598426819	2381.0	VT0809|1|MEMB002A|-|2381	376	negative	516
10519	377.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	377	positive	517
10520	-2004.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	377	negative	517
10521	-2003.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	378	negative	518
10522	379.0	2.5901553630828857	2381.0	VT0809|1|MEMB002A|-|2381	379	positive	519
10523	380.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	380	positive	520
10524	382.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	382	positive	522
10525	-1997.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	384	negative	524
10526	386.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	386	positive	526
10527	-1995.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	386	negative	526
10528	-1991.0	2.7421584129333496	2381.0	VT0809|1|MEMB002A|-|2381	390	negative	530
10529	-1990.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	391	negative	531
10530	-1986.0	3.6257164478302	2381.0	VT0809|1|MEMB002A|-|2381	395	negative	535
10531	397.0	-0.28117409348487854	2381.0	VT0809|1|MEMB002A|-|2381	397	positive	537
10532	-1984.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	397	negative	537
10533	-1982.0	-0.16087986528873444	2381.0	VT0809|1|MEMB002A|-|2381	399	negative	539
10534	-1981.0	2.5901553630828857	2381.0	VT0809|1|MEMB002A|-|2381	400	negative	540
10535	-1979.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	402	negative	542
10536	-1977.0	0.6871170401573181	2381.0	VT0809|1|MEMB002A|-|2381	404	negative	544
10537	405.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	405	positive	545
10538	-1976.0	3.5615861415863037	2381.0	VT0809|1|MEMB002A|-|2381	405	negative	545
10539	406.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	406	positive	546
10540	-1975.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	406	negative	546
10541	-1973.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	408	negative	548
10542	410.0	-0.4331772029399872	2381.0	VT0809|1|MEMB002A|-|2381	410	positive	550
10543	411.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	411	positive	551
10544	-1968.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	413	negative	553
10545	-1967.0	1.2396581172943115	2381.0	VT0809|1|MEMB002A|-|2381	414	negative	554
10546	416.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	416	positive	556
10547	-1965.0	1.9766236543655396	2381.0	VT0809|1|MEMB002A|-|2381	416	negative	556
10548	-1955.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	426	negative	568
10549	-1954.0	1.4526517391204834	2381.0	VT0809|1|MEMB002A|-|2381	427	negative	572
10550	-1953.0	0.6871170401573181	2381.0	VT0809|1|MEMB002A|-|2381	428	negative	574
10551	-1952.0	1.424082636833191	2381.0	VT0809|1|MEMB002A|-|2381	429	negative	575
10552	430.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	430	positive	576
10553	-1951.0	1.8246206045150757	2381.0	VT0809|1|MEMB002A|-|2381	430	negative	576
10554	-1946.0	1.424082636833191	2381.0	VT0809|1|MEMB002A|-|2381	435	negative	581
10555	-1945.0	1.8887509107589722	2381.0	VT0809|1|MEMB002A|-|2381	436	negative	582
10556	437.0	0.3037883937358856	2381.0	VT0809|1|MEMB002A|-|2381	437	positive	583
10557	438.0	3.5615861415863037	2381.0	VT0809|1|MEMB002A|-|2381	438	positive	584
10558	-1943.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	438	negative	584
10559	-1938.0	-0.13231070339679718	2381.0	VT0809|1|MEMB002A|-|2381	443	negative	589
10560	-1937.0	0.3037883937358856	2381.0	VT0809|1|MEMB002A|-|2381	444	negative	590
10561	448.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	448	positive	594
10562	-1933.0	3.5615861415863037	2381.0	VT0809|1|MEMB002A|-|2381	448	negative	594
10563	449.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	449	positive	595
10564	-1932.0	0.23965807259082794	2381.0	VT0809|1|MEMB002A|-|2381	449	negative	595
10565	450.0	1.069323182106018	2381.0	VT0809|1|MEMB002A|-|2381	450	positive	596
10566	453.0	0.6046549081802368	2381.0	VT0809|1|MEMB002A|-|2381	453	positive	609
10567	455.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	455	positive	611
10568	-1924.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	457	negative	613
10569	459.0	2.6542856693267822	2381.0	VT0809|1|MEMB002A|-|2381	459	positive	615
10570	-1919.0	-0.49730753898620605	2381.0	VT0809|1|MEMB002A|-|2381	462	negative	618
10571	463.0	-0.5156393647193909	2381.0	VT0809|1|MEMB002A|-|2381	463	positive	619
10572	464.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	464	positive	620
10573	466.0	-0.3128829598426819	2381.0	VT0809|1|MEMB002A|-|2381	466	positive	622
10574	-1909.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	472	negative	640
10575	474.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	474	positive	642
10576	-1907.0	2.7421584129333496	2381.0	VT0809|1|MEMB002A|-|2381	474	negative	642
10577	476.0	-0.4331772029399872	2381.0	VT0809|1|MEMB002A|-|2381	476	positive	644
10578	479.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	479	positive	648
10579	480.0	-0.3453044295310974	2381.0	VT0809|1|MEMB002A|-|2381	480	positive	649
10580	-1897.0	1.005192756652832	2381.0	VT0809|1|MEMB002A|-|2381	484	negative	653
